attributecolumnname,attributevalue,conversionrate,conversionmetricname,startdate,enddate
LeadTypeCode,relomars,0.33333334,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rocktestpurchah,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rspixietest,0.007194245,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,relodmob,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,reloirco,0.14285715,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rmcdmhap,0.048681542,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rmrealtorchat,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rstmhelios,0.004819277,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,relohomed,0.13636364,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rockhomesql,0.008928572,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rscariprepurchlucy,0.0054347827,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,abcblpah,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,lcqllar,0.00862069,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,lcqlrz,0.0011370097,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rpfe,0.375,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,carisvcrp3,0.25454545,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,lbqlscrs5,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,ltqlpje,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,reloabud,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,hlbp_affinity,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,qlrlp,0.040609136,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,relokntx,0.5,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,relorgnr,0.14285715,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,relovrsa,0.1724138,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,dcmf,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,jmalkviewemail,0.25,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rlapppur,0.08675799,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,cthlbp,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,mrcqlrva,0.025787966,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,reloevon,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,payoffcpvrms,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,payoffcpwcr,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,acaqmsr,0.2108209,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,carisvcsv,0.0397351,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,frql,0.012105996,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rscarihelios,0.046434496,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,carirsmovrvast,0.08679928,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,reloarc,0.08,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rpgenb,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rsnirvanares2,0.014513054,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,accaripwrpck,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,"oprp       ",0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,relormw,0.4,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rshelios3,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,carirsloupb,0.010075566,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rocktestpurch,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,cadmanual,0.4021838,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,carirsdeniedt,0.04816501,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,ctrelo,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,payoffcpvivr,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rocktestrefi,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rsprepurchtest,0.0010436598,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rmkarmaflip,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,carirsmovrfha18,0.050736498,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,relofrg,1.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rmmshap,0.11578947,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rpgen,0.221843,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,carirshbva,0.09253579,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,lbqldrlp,0.03476582,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,mrcqlp,0.0056710774,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,carirsrmsfoundp,0.022727273,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,relocrown,0.11111111,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rposrs2,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,reloamgen,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,relobing,0.15384616,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,carirshrplbi,0.008746356,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,carisvcrp6,0.3043478,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,frqlfc,0.026086956,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,relopilgp,0.25,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,caripwrpckv2,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,coffer,0.5,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,hlbp_adprest,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,carirelorefi,0.07575758,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,relonove,0.0,LTC_close_rate,2021-06-12,2021-09-12
LeadTypeCode,rlremktr,0.09677419,LTC_close_rate,2021-06-12,2021-09-12
