attributecolumnname,attributevalue,conversionrate,conversionmetricname,startdate,enddate
LeadTypeCode,carirshrfhart,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,gsql97,0.0024001433,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,ltqlpfhall,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,payofforvrms,0.012681159,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rpmmoref,0.0,LTC_close_rate,2021-06-26,2021-09-26
adproperty_parsed,BRT,0.010974729,adproperty_close_rate,2021-06-26,2021-09-26
adproperty_parsed,QOS,0.13636364,adproperty_close_rate,2021-06-26,2021-09-26
LeadTypeCode,accariplylty,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,fbqle,0.024475524,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,ihrhott,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rgqlharp,0.0044223326,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rockreferrefi,0.04,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,payoffcpwcr,0.0022624435,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,accadas,0.3043478,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,acsppur,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,carirsmovrva18,0.035545025,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,carirsnointov,0.026086956,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,frqlh,0.023622047,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,hlbpac,0.14691943,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rmkarmaapp,0.14285715,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,carirsmovrvaco,0.03971631,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,qlrcacof,0.08085724,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,bcqlva,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,frqlip,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,carictdmxmmap,0.011428571,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rmrealtorgood,0.0042523528,LTC_close_rate,2021-06-26,2021-09-26
State,DC,0.023026315,state_close_rate,2021-06-26,2021-09-26
LeadTypeCode,carisvcrp3,0.26785713,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,lbqlscrs5,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,ltqlpje,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,reloabud,0.0,LTC_close_rate,2021-06-26,2021-09-26
State,OR,0.03667557,state_close_rate,2021-06-26,2021-09-26
LeadTypeCode,carirsmvrcnst30,0.05062673,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,carisvcurvsearc,0.031055901,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,ltqlspan,0.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,reloones,0.031088082,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rmturboflip,0.1,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rsnirvanarefig,0.007187762,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,carirsmovrfha18,0.048653346,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,relofrg,1.0,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rmmshap,0.12941177,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,rpgen,0.23006135,LTC_close_rate,2021-06-26,2021-09-26
State,,0.18658307,state_close_rate,2021-06-26,2021-09-26
State,VA,0.03725594,state_close_rate,2021-06-26,2021-09-26
State,RI,0.027496876,state_close_rate,2021-06-26,2021-09-26
LeadTypeCode,carirsnointnv,0.025868667,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,carirsnoreclead,0.16315888,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,fbqlvas,0.012235051,LTC_close_rate,2021-06-26,2021-09-26
LeadTypeCode,ptqlpp,0.0014104373,LTC_close_rate,2021-06-26,2021-09-26
